,pick item
2023-06-11 00:00:00+00:00,1.6213089802130898
2023-06-18 00:00:00+00:00,1.056547858099063
2023-06-25 00:00:00+00:00,1.0461907181571817
2023-07-02 00:00:00+00:00,1.2121854082998662
2023-07-09 00:00:00+00:00,1.8662639821029081
2023-07-16 00:00:00+00:00,1.0030719921104536
2023-07-23 00:00:00+00:00,1.5542438271604937
2023-07-30 00:00:00+00:00,0.9995463510848127
2023-08-06 00:00:00+00:00,1.4421964285714286
2023-08-13 00:00:00+00:00,1.2315416666666665
2023-08-20 00:00:00+00:00,1.478513787510138
2023-08-27 00:00:00+00:00,1.6360123828647926
2023-09-03 00:00:00+00:00,2.462208097928437
2023-09-10 00:00:00+00:00,0.7645634920634921
2023-09-17 00:00:00+00:00,0.8910645798082346
2023-09-24 00:00:00+00:00,1.3740121630506246
2023-10-01 00:00:00+00:00,1.5338636363636364
2023-10-08 00:00:00+00:00,1.533614457831325
2023-10-15 00:00:00+00:00,0.6930521885521885
2023-10-22 00:00:00+00:00,1.3222278528528528
2023-10-29 00:00:00+00:00,1.0875652610441766
2023-11-05 00:00:00+00:00,1.2915158730158731
2023-11-12 00:00:00+00:00,1.0159075126262627
2023-11-19 00:00:00+00:00,1.4223628257887517
2023-11-26 00:00:00+00:00,1.214230628654971
2023-12-03 00:00:00+00:00,1.7476509661835748
2023-12-10 00:00:00+00:00,1.187633807588076
2023-12-17 00:00:00+00:00,1.867442528735632
2023-12-24 00:00:00+00:00,1.3205188378033206
2023-12-31 00:00:00+00:00,2.2811783988957903
2024-01-07 00:00:00+00:00,1.8178057199211044
2024-01-14 00:00:00+00:00,1.3417692852087755
2024-01-21 00:00:00+00:00,1.2169755244755245
2024-01-28 00:00:00+00:00,1.1152115384615384
2024-02-04 00:00:00+00:00,1.638896882494005
2024-02-11 00:00:00+00:00,1.4126558752997602
2024-02-18 00:00:00+00:00,1.8247109304426377
2024-02-25 00:00:00+00:00,1.0847520507084265
2024-03-03 00:00:00+00:00,1.334567901234568
