,package delivered
2023-06-11 00:00:00+00:00,0.8266388888888889
2023-06-18 00:00:00+00:00,0.44130434782608696
2023-06-25 00:00:00+00:00,0.3094230769230769
2023-07-02 00:00:00+00:00,0.3277173913043478
2023-07-09 00:00:00+00:00,0.3641545893719807
2023-07-16 00:00:00+00:00,0.22089947089947093
2023-07-23 00:00:00+00:00,0.7031521739130434
2023-07-30 00:00:00+00:00,0.713095238095238
2023-08-06 00:00:00+00:00,1.1418148148148148
2023-08-13 00:00:00+00:00,0.26340277777777776
2023-08-20 00:00:00+00:00,0.48593749999999997
2023-08-27 00:00:00+00:00,0.31218055555555557
2023-09-03 00:00:00+00:00,0.4202430555555556
2023-09-10 00:00:00+00:00,0.2662739463601533
2023-09-17 00:00:00+00:00,0.30486979166666667
2023-09-24 00:00:00+00:00,1.2834903381642513
2023-10-01 00:00:00+00:00,0.5221618357487923
2023-10-08 00:00:00+00:00,0.37448067632850235
2023-10-15 00:00:00+00:00,1.0928703703703704
2023-10-22 00:00:00+00:00,0.2960024154589372
2023-10-29 00:00:00+00:00,0.21206349206349207
2023-11-05 00:00:00+00:00,0.9238762626262628
2023-11-12 00:00:00+00:00,1.0744927536231885
2023-11-19 00:00:00+00:00,0.33604497354497354
2023-11-26 00:00:00+00:00,1.4185416666666666
2023-12-03 00:00:00+00:00,1.6868888888888889
2023-12-10 00:00:00+00:00,0.7546399176954733
2023-12-17 00:00:00+00:00,0.24353395061728397
2023-12-24 00:00:00+00:00,0.47977969348659005
2023-12-31 00:00:00+00:00,0.3735732323232323
2024-01-07 00:00:00+00:00,0.30493055555555554
2024-01-14 00:00:00+00:00,1.2973671497584542
2024-01-21 00:00:00+00:00,0.2865873015873016
2024-01-28 00:00:00+00:00,0.9317676767676768
2024-02-04 00:00:00+00:00,0.7632449494949495
2024-02-11 00:00:00+00:00,0.3476388888888889
2024-02-18 00:00:00+00:00,0.27245833333333336
2024-02-25 00:00:00+00:00,1.118452380952381
2024-03-03 00:00:00+00:00,0.5331818181818182
