,create package
2023-06-11 00:00:00+00:00,5.920063131313131
2023-06-18 00:00:00+00:00,1.7446777777777778
2023-06-25 00:00:00+00:00,1.1678743961352658
2023-07-02 00:00:00+00:00,0.7933680555555557
2023-07-09 00:00:00+00:00,2.173671497584541
2023-07-16 00:00:00+00:00,0.5607
2023-07-23 00:00:00+00:00,1.2513762626262628
2023-07-30 00:00:00+00:00,1.6846296296296297
2023-08-06 00:00:00+00:00,1.4443333333333332
2023-08-13 00:00:00+00:00,2.153597222222222
2023-08-20 00:00:00+00:00,1.8096693121693121
2023-08-27 00:00:00+00:00,0.8331623931623932
2023-09-03 00:00:00+00:00,1.1635576923076922
2023-09-10 00:00:00+00:00,5.432854406130268
2023-09-17 00:00:00+00:00,2.029220430107527
2023-09-24 00:00:00+00:00,0.6836574074074074
2023-10-01 00:00:00+00:00,0.5441798941798941
2023-10-08 00:00:00+00:00,1.261375
2023-10-15 00:00:00+00:00,8.096277777777777
2023-10-22 00:00:00+00:00,1.2481286549707602
2023-10-29 00:00:00+00:00,0.8559722222222222
2023-11-05 00:00:00+00:00,4.7776805555555555
2023-11-12 00:00:00+00:00,2.3752662037037036
2023-11-19 00:00:00+00:00,1.972572463768116
2023-11-26 00:00:00+00:00,2.607222222222222
2023-12-03 00:00:00+00:00,0.7656365740740741
2023-12-10 00:00:00+00:00,1.1746527777777778
2023-12-17 00:00:00+00:00,3.7920634920634924
2023-12-24 00:00:00+00:00,2.7302983539094647
2023-12-31 00:00:00+00:00,0.4969570707070707
2024-01-07 00:00:00+00:00,2.672988888888889
2024-01-14 00:00:00+00:00,0.628707729468599
2024-01-21 00:00:00+00:00,2.0804497354497355
2024-01-28 00:00:00+00:00,0.7250757575757576
2024-02-04 00:00:00+00:00,1.5840972222222223
2024-02-11 00:00:00+00:00,1.1242929292929293
2024-02-18 00:00:00+00:00,3.655092592592593
2024-02-25 00:00:00+00:00,2.0310846560846563
2024-03-03 00:00:00+00:00,1.2400925925925925
