,create package
2023-06-11 00:00:00+00:00,15.136363636363637
2023-06-18 00:00:00+00:00,13.4
2023-06-25 00:00:00+00:00,15.304347826086957
2023-07-02 00:00:00+00:00,14.666666666666666
2023-07-09 00:00:00+00:00,13.521739130434783
2023-07-16 00:00:00+00:00,15.6
2023-07-23 00:00:00+00:00,15.090909090909092
2023-07-30 00:00:00+00:00,14.625
2023-08-06 00:00:00+00:00,14.25
2023-08-13 00:00:00+00:00,14.7
2023-08-20 00:00:00+00:00,15.476190476190476
2023-08-27 00:00:00+00:00,13.23076923076923
2023-09-03 00:00:00+00:00,13.923076923076923
2023-09-10 00:00:00+00:00,14.931034482758621
2023-09-17 00:00:00+00:00,13.774193548387096
2023-09-24 00:00:00+00:00,15.041666666666666
2023-10-01 00:00:00+00:00,14.619047619047619
2023-10-08 00:00:00+00:00,15.95
2023-10-15 00:00:00+00:00,14.88
2023-10-22 00:00:00+00:00,15.421052631578947
2023-10-29 00:00:00+00:00,14.73076923076923
2023-11-05 00:00:00+00:00,14.95
2023-11-12 00:00:00+00:00,15.083333333333334
2023-11-19 00:00:00+00:00,15.391304347826088
2023-11-26 00:00:00+00:00,13.73913043478261
2023-12-03 00:00:00+00:00,13.083333333333334
2023-12-10 00:00:00+00:00,14.75
2023-12-17 00:00:00+00:00,14.333333333333334
2023-12-24 00:00:00+00:00,14.296296296296296
2023-12-31 00:00:00+00:00,14.590909090909092
2024-01-07 00:00:00+00:00,14.84
2024-01-14 00:00:00+00:00,14.782608695652174
2024-01-21 00:00:00+00:00,13.380952380952381
2024-01-28 00:00:00+00:00,13.636363636363637
2024-02-04 00:00:00+00:00,13.5
2024-02-11 00:00:00+00:00,14.227272727272727
2024-02-18 00:00:00+00:00,13.944444444444445
2024-02-25 00:00:00+00:00,15.238095238095237
2024-03-03 00:00:00+00:00,13.75
