,create package
2023-06-11 00:00:00+00:00,82.09761363636365
2023-06-18 00:00:00+00:00,88.22586666666666
2023-06-25 00:00:00+00:00,74.86019323671498
2023-07-02 00:00:00+00:00,74.19516203703702
2023-07-09 00:00:00+00:00,79.09192028985507
2023-07-16 00:00:00+00:00,76.60132222222222
2023-07-23 00:00:00+00:00,73.50675505050505
2023-07-30 00:00:00+00:00,75.11150462962962
2023-08-06 00:00:00+00:00,100.56720833333333
2023-08-13 00:00:00+00:00,90.76216666666667
2023-08-20 00:00:00+00:00,87.80904761904762
2023-08-27 00:00:00+00:00,72.22092948717949
2023-09-03 00:00:00+00:00,78.52134615384615
2023-09-10 00:00:00+00:00,67.69333333333334
2023-09-17 00:00:00+00:00,73.94925627240143
2023-09-24 00:00:00+00:00,68.97789351851853
2023-10-01 00:00:00+00:00,83.94763227513226
2023-10-08 00:00:00+00:00,91.36551388888888
2023-10-15 00:00:00+00:00,80.55225555555555
2023-10-22 00:00:00+00:00,87.57365497076023
2023-10-29 00:00:00+00:00,84.07792735042736
2023-11-05 00:00:00+00:00,98.26330555555556
2023-11-12 00:00:00+00:00,77.58099537037037
2023-11-19 00:00:00+00:00,72.46955314009661
2023-11-26 00:00:00+00:00,87.85295893719807
2023-12-03 00:00:00+00:00,78.76361111111112
2023-12-10 00:00:00+00:00,75.98129629629629
2023-12-17 00:00:00+00:00,89.29416666666667
2023-12-24 00:00:00+00:00,69.42826131687242
2023-12-31 00:00:00+00:00,80.74944444444444
2024-01-07 00:00:00+00:00,72.16926666666667
2024-01-14 00:00:00+00:00,72.02826086956523
2024-01-21 00:00:00+00:00,92.5536507936508
2024-01-28 00:00:00+00:00,89.58926767676768
2024-02-04 00:00:00+00:00,96.79105555555556
2024-02-11 00:00:00+00:00,84.43261363636364
2024-02-18 00:00:00+00:00,97.89808641975308
2024-02-25 00:00:00+00:00,89.40756613756614
2024-03-03 00:00:00+00:00,81.49744212962963
