,place order
2023-06-11 00:00:00+00:00,5.141311369509044
2023-06-18 00:00:00+00:00,4.199654471544715
2023-06-25 00:00:00+00:00,5.335006944444444
2023-07-02 00:00:00+00:00,4.472418699186992
2023-07-09 00:00:00+00:00,4.700806878306878
2023-07-16 00:00:00+00:00,4.487104166666667
2023-07-23 00:00:00+00:00,4.1746560846560845
2023-07-30 00:00:00+00:00,4.150631944444444
2023-08-06 00:00:00+00:00,5.331226287262873
2023-08-13 00:00:00+00:00,4.330657181571816
2023-08-20 00:00:00+00:00,4.575329457364341
2023-08-27 00:00:00+00:00,4.483849206349206
2023-09-03 00:00:00+00:00,3.856571815718157
2023-09-10 00:00:00+00:00,1.5404065040650405
2023-09-17 00:00:00+00:00,5.481518087855298
2023-09-24 00:00:00+00:00,3.814576388888889
2023-10-01 00:00:00+00:00,4.953008130081301
2023-10-08 00:00:00+00:00,4.18433201058201
2023-10-15 00:00:00+00:00,5.699559620596206
2023-10-22 00:00:00+00:00,4.381937669376693
2023-10-29 00:00:00+00:00,4.866063685636856
2023-11-05 00:00:00+00:00,3.340643631436315
2023-11-12 00:00:00+00:00,2.3681111111111113
2023-11-19 00:00:00+00:00,5.549146341463415
2023-11-26 00:00:00+00:00,1.8477439024390243
2023-12-03 00:00:00+00:00,3.951544715447154
2023-12-10 00:00:00+00:00,4.187440476190476
2023-12-17 00:00:00+00:00,5.207777777777777
2023-12-24 00:00:00+00:00,3.759285714285715
2023-12-31 00:00:00+00:00,5.652811653116531
2024-01-07 00:00:00+00:00,2.925921409214092
2024-01-14 00:00:00+00:00,4.1775839793281655
2024-01-21 00:00:00+00:00,2.726097222222222
2024-01-28 00:00:00+00:00,4.1602100271002715
2024-02-04 00:00:00+00:00,7.120972222222222
2024-02-11 00:00:00+00:00,3.9698983739837397
2024-02-18 00:00:00+00:00,4.189268292682927
2024-02-25 00:00:00+00:00,5.439830623306233
2024-03-03 00:00:00+00:00,3.5684349593495934
