,send package
2023-06-11 00:00:00+00:00,24.94088383838384
2023-06-18 00:00:00+00:00,27.455343915343914
2023-06-25 00:00:00+00:00,14.405229468599034
2023-07-02 00:00:00+00:00,20.868179012345678
2023-07-09 00:00:00+00:00,16.416493055555556
2023-07-16 00:00:00+00:00,8.723763888888888
2023-07-23 00:00:00+00:00,14.7503
2023-07-30 00:00:00+00:00,13.236755555555556
2023-08-06 00:00:00+00:00,22.32156432748538
2023-08-13 00:00:00+00:00,9.01780701754386
2023-08-20 00:00:00+00:00,24.551190476190474
2023-08-27 00:00:00+00:00,14.463030303030303
2023-09-03 00:00:00+00:00,8.892605363984675
2023-09-10 00:00:00+00:00,12.008740740740741
2023-09-17 00:00:00+00:00,15.321003584229391
2023-09-24 00:00:00+00:00,9.66978888888889
2023-10-01 00:00:00+00:00,25.57225
2023-10-08 00:00:00+00:00,26.39088383838384
2023-10-15 00:00:00+00:00,23.223152173913046
2023-10-22 00:00:00+00:00,15.579545454545455
2023-10-29 00:00:00+00:00,23.332753623188406
2023-11-05 00:00:00+00:00,34.97179894179894
2023-11-12 00:00:00+00:00,22.005555555555556
2023-11-19 00:00:00+00:00,13.342108585858586
2023-11-26 00:00:00+00:00,13.963577777777777
2023-12-03 00:00:00+00:00,18.91361111111111
2023-12-10 00:00:00+00:00,20.222144444444442
2023-12-17 00:00:00+00:00,23.453379629629627
2023-12-24 00:00:00+00:00,21.070940860215053
2023-12-31 00:00:00+00:00,16.956275252525252
2024-01-07 00:00:00+00:00,14.285326086956522
2024-01-14 00:00:00+00:00,30.42675925925926
2024-01-21 00:00:00+00:00,21.55392857142857
2024-01-28 00:00:00+00:00,18.760025252525253
2024-02-04 00:00:00+00:00,14.215430555555557
2024-02-11 00:00:00+00:00,30.7253835978836
2024-02-18 00:00:00+00:00,32.56317251461988
2024-02-25 00:00:00+00:00,17.655026455026455
2024-03-03 00:00:00+00:00,26.0679797979798
