,pay order
2023-06-11 00:00:00+00:00,4.469537037037037
2023-06-18 00:00:00+00:00,3.4418333333333333
2023-06-25 00:00:00+00:00,2.019798611111111
2023-07-02 00:00:00+00:00,1.8890716374269008
2023-07-09 00:00:00+00:00,2.245582437275986
2023-07-16 00:00:00+00:00,4.662785714285714
2023-07-23 00:00:00+00:00,3.6079204204204207
2023-07-30 00:00:00+00:00,3.143582175925926
2023-08-06 00:00:00+00:00,6.737477477477477
2023-08-13 00:00:00+00:00,2.01390873015873
2023-08-20 00:00:00+00:00,3.057314814814815
2023-08-27 00:00:00+00:00,2.632695707070707
2023-09-03 00:00:00+00:00,2.5643703703703706
2023-09-10 00:00:00+00:00,4.556735104669888
2023-09-17 00:00:00+00:00,2.489092140921409
2023-09-24 00:00:00+00:00,3.2969378306878308
2023-10-01 00:00:00+00:00,2.1513176638176637
2023-10-08 00:00:00+00:00,4.1546509971509975
2023-10-15 00:00:00+00:00,2.1139274691358025
2023-10-22 00:00:00+00:00,5.391752645502645
2023-10-29 00:00:00+00:00,3.8785987654320992
2023-11-05 00:00:00+00:00,4.765628306878307
2023-11-12 00:00:00+00:00,5.282731481481481
2023-11-19 00:00:00+00:00,5.27545584045584
2023-11-26 00:00:00+00:00,3.1686924119241193
2023-12-03 00:00:00+00:00,5.138938888888889
2023-12-10 00:00:00+00:00,2.9509362139917696
2023-12-17 00:00:00+00:00,4.4023227969348655
2023-12-24 00:00:00+00:00,3.232222222222222
2023-12-31 00:00:00+00:00,7.591520467836257
2024-01-07 00:00:00+00:00,3.0216381766381764
2024-01-14 00:00:00+00:00,2.9274135802469137
2024-01-21 00:00:00+00:00,3.6096643518518516
2024-01-28 00:00:00+00:00,4.012102272727272
2024-02-04 00:00:00+00:00,5.098194444444444
2024-02-11 00:00:00+00:00,7.944120370370371
2024-02-18 00:00:00+00:00,3.6268518518518515
2024-02-25 00:00:00+00:00,2.929695767195767
2024-03-03 00:00:00+00:00,4.983385012919896
