,package delivered
2023-06-11 00:00:00+00:00,15.75
2023-06-18 00:00:00+00:00,13.521739130434783
2023-06-25 00:00:00+00:00,15.23076923076923
2023-07-02 00:00:00+00:00,14.26086956521739
2023-07-09 00:00:00+00:00,15.26086956521739
2023-07-16 00:00:00+00:00,14.952380952380953
2023-07-23 00:00:00+00:00,14.26086956521739
2023-07-30 00:00:00+00:00,14.464285714285714
2023-08-06 00:00:00+00:00,14.4
2023-08-13 00:00:00+00:00,15.0
2023-08-20 00:00:00+00:00,15.416666666666666
2023-08-27 00:00:00+00:00,14.05
2023-09-03 00:00:00+00:00,13.6875
2023-09-10 00:00:00+00:00,14.758620689655173
2023-09-17 00:00:00+00:00,14.09375
2023-09-24 00:00:00+00:00,14.956521739130435
2023-10-01 00:00:00+00:00,14.217391304347826
2023-10-08 00:00:00+00:00,15.695652173913043
2023-10-15 00:00:00+00:00,14.476190476190476
2023-10-22 00:00:00+00:00,15.695652173913043
2023-10-29 00:00:00+00:00,15.333333333333334
2023-11-05 00:00:00+00:00,14.863636363636363
2023-11-12 00:00:00+00:00,14.782608695652174
2023-11-19 00:00:00+00:00,14.380952380952381
2023-11-26 00:00:00+00:00,14.892857142857142
2023-12-03 00:00:00+00:00,13.2
2023-12-10 00:00:00+00:00,14.481481481481481
2023-12-17 00:00:00+00:00,13.944444444444445
2023-12-24 00:00:00+00:00,13.96551724137931
2023-12-31 00:00:00+00:00,14.909090909090908
2024-01-07 00:00:00+00:00,14.208333333333334
2024-01-14 00:00:00+00:00,14.869565217391305
2024-01-21 00:00:00+00:00,15.333333333333334
2024-01-28 00:00:00+00:00,12.318181818181818
2024-02-04 00:00:00+00:00,12.954545454545455
2024-02-11 00:00:00+00:00,14.5
2024-02-18 00:00:00+00:00,14.7
2024-02-25 00:00:00+00:00,14.333333333333334
2024-03-03 00:00:00+00:00,14.272727272727273
