,create package
2023-06-11 00:00:00+00:00,11.873118686868686
2023-06-18 00:00:00+00:00,4.360555555555555
2023-06-25 00:00:00+00:00,3.5306159420289855
2023-07-02 00:00:00+00:00,6.607349537037037
2023-07-09 00:00:00+00:00,4.498828502415459
2023-07-16 00:00:00+00:00,7.709377777777778
2023-07-23 00:00:00+00:00,2.5358964646464646
2023-07-30 00:00:00+00:00,4.455567129629629
2023-08-06 00:00:00+00:00,5.36125
2023-08-13 00:00:00+00:00,4.504625
2023-08-20 00:00:00+00:00,6.835489417989418
2023-08-27 00:00:00+00:00,3.081185897435897
2023-09-03 00:00:00+00:00,6.298952991452992
2023-09-10 00:00:00+00:00,4.026082375478928
2023-09-17 00:00:00+00:00,3.5424283154121863
2023-09-24 00:00:00+00:00,4.287650462962963
2023-10-01 00:00:00+00:00,4.85771164021164
2023-10-08 00:00:00+00:00,4.638569444444444
2023-10-15 00:00:00+00:00,10.186344444444444
2023-10-22 00:00:00+00:00,2.4027777777777777
2023-10-29 00:00:00+00:00,5.088205128205128
2023-11-05 00:00:00+00:00,8.204930555555555
2023-11-12 00:00:00+00:00,5.285497685185185
2023-11-19 00:00:00+00:00,7.0723671497584535
2023-11-26 00:00:00+00:00,4.91834541062802
2023-12-03 00:00:00+00:00,7.738148148148149
2023-12-10 00:00:00+00:00,4.252696759259259
2023-12-17 00:00:00+00:00,6.5641005291005285
2023-12-24 00:00:00+00:00,10.894074074074073
2023-12-31 00:00:00+00:00,3.6876136363636363
2024-01-07 00:00:00+00:00,8.695444444444444
2024-01-14 00:00:00+00:00,3.070954106280193
2024-01-21 00:00:00+00:00,5.150608465608466
2024-01-28 00:00:00+00:00,4.758143939393939
2024-02-04 00:00:00+00:00,5.431
2024-02-11 00:00:00+00:00,8.454356060606061
2024-02-18 00:00:00+00:00,5.238456790123457
2024-02-25 00:00:00+00:00,6.312142857142858
2024-03-03 00:00:00+00:00,5.087962962962963
