,confirm order
2023-06-11 00:00:00+00:00,36.32256313131313
2023-06-18 00:00:00+00:00,32.11445075757576
2023-06-25 00:00:00+00:00,32.26299145299145
2023-07-02 00:00:00+00:00,29.39864267676768
2023-07-09 00:00:00+00:00,34.32759523809524
2023-07-16 00:00:00+00:00,46.40236467236467
2023-07-23 00:00:00+00:00,45.71195075757576
2023-07-30 00:00:00+00:00,39.59827235772358
2023-08-06 00:00:00+00:00,49.84008040935672
2023-08-13 00:00:00+00:00,55.2327380952381
2023-08-20 00:00:00+00:00,44.75739837398374
2023-08-27 00:00:00+00:00,56.68708010335918
2023-09-03 00:00:00+00:00,40.29963194444444
2023-09-10 00:00:00+00:00,35.56716183574879
2023-09-17 00:00:00+00:00,36.5250406504065
2023-09-24 00:00:00+00:00,33.91245061728395
2023-10-01 00:00:00+00:00,34.671797839506176
2023-10-08 00:00:00+00:00,31.933113695090437
2023-10-15 00:00:00+00:00,37.57081300813008
2023-10-22 00:00:00+00:00,35.582685185185184
2023-10-29 00:00:00+00:00,23.898136856368563
2023-11-05 00:00:00+00:00,29.38062678062678
2023-11-12 00:00:00+00:00,29.63678861788618
2023-11-19 00:00:00+00:00,36.41839912280702
2023-11-26 00:00:00+00:00,37.39084722222223
2023-12-03 00:00:00+00:00,39.406627906976745
2023-12-10 00:00:00+00:00,35.23714387464388
2023-12-17 00:00:00+00:00,38.37713164251208
2023-12-24 00:00:00+00:00,37.88695138888889
2023-12-31 00:00:00+00:00,31.463678861788615
2024-01-07 00:00:00+00:00,36.35176829268293
2024-01-14 00:00:00+00:00,32.61823170731707
2024-01-21 00:00:00+00:00,36.52530303030303
2024-01-28 00:00:00+00:00,33.34764957264957
2024-02-04 00:00:00+00:00,30.70871031746032
2024-02-11 00:00:00+00:00,34.1119246031746
2024-02-18 00:00:00+00:00,32.23324289405684
2024-02-25 00:00:00+00:00,27.053123306233065
2024-03-03 00:00:00+00:00,31.07456456456456
