,pay order
2023-06-11 00:00:00+00:00,42.7205787037037
2023-06-18 00:00:00+00:00,51.7566746031746
2023-06-25 00:00:00+00:00,34.44247222222222
2023-07-02 00:00:00+00:00,46.483706140350876
2023-07-09 00:00:00+00:00,29.65339605734767
2023-07-16 00:00:00+00:00,49.0649126984127
2023-07-23 00:00:00+00:00,52.053265765765765
2023-07-30 00:00:00+00:00,52.732766203703704
2023-08-06 00:00:00+00:00,29.4004954954955
2023-08-13 00:00:00+00:00,51.67791666666666
2023-08-20 00:00:00+00:00,78.42465099715099
2023-08-27 00:00:00+00:00,78.2295202020202
2023-09-03 00:00:00+00:00,106.67905555555555
2023-09-10 00:00:00+00:00,82.68568035426732
2023-09-17 00:00:00+00:00,55.75051490514905
2023-09-24 00:00:00+00:00,40.41939814814815
2023-10-01 00:00:00+00:00,34.24190170940171
2023-10-08 00:00:00+00:00,42.539522792022794
2023-10-15 00:00:00+00:00,40.92466049382716
2023-10-22 00:00:00+00:00,39.42916666666666
2023-10-29 00:00:00+00:00,38.02668518518519
2023-11-05 00:00:00+00:00,44.251798941798945
2023-11-12 00:00:00+00:00,42.80914682539682
2023-11-19 00:00:00+00:00,33.50297720797721
2023-11-26 00:00:00+00:00,45.004661246612464
2023-12-03 00:00:00+00:00,27.17197222222222
2023-12-10 00:00:00+00:00,33.680133744855965
2023-12-17 00:00:00+00:00,34.47241379310345
2023-12-24 00:00:00+00:00,58.28713804713804
2023-12-31 00:00:00+00:00,51.05433479532164
2024-01-07 00:00:00+00:00,41.76099002849003
2024-01-14 00:00:00+00:00,42.3850061728395
2024-01-21 00:00:00+00:00,27.200219907407405
2024-01-28 00:00:00+00:00,21.64955176767677
2024-02-04 00:00:00+00:00,37.06902046783626
2024-02-11 00:00:00+00:00,40.646520061728395
2024-02-18 00:00:00+00:00,44.58488425925926
2024-02-25 00:00:00+00:00,36.42070105820106
2024-03-03 00:00:00+00:00,45.42350775193798
