,reorder item
2023-06-11 00:00:00+00:00,1.276527777777778
2023-06-18 00:00:00+00:00,0.9371969696969698
2023-06-25 00:00:00+00:00,2.6185885885885885
2023-07-02 00:00:00+00:00,1.4562009803921567
2023-07-09 00:00:00+00:00,0.6051475694444445
2023-07-16 00:00:00+00:00,0.9945238095238095
2023-07-23 00:00:00+00:00,0.931043771043771
2023-07-30 00:00:00+00:00,1.2062962962962964
2023-08-06 00:00:00+00:00,0.8823333333333333
2023-08-13 00:00:00+00:00,1.4760555555555555
2023-08-20 00:00:00+00:00,1.0278645833333333
2023-08-27 00:00:00+00:00,1.987295751633987
2023-09-03 00:00:00+00:00,0.47238562091503267
2023-09-10 00:00:00+00:00,1.5647727272727272
2023-09-17 00:00:00+00:00,0.5691031746031746
2023-09-24 00:00:00+00:00,1.4324910394265233
2023-10-01 00:00:00+00:00,1.7007662835249042
2023-10-08 00:00:00+00:00,1.7979444444444443
2023-10-15 00:00:00+00:00,1.5257183908045975
2023-10-22 00:00:00+00:00,0.9217142857142857
2023-10-29 00:00:00+00:00,2.6997936507936506
2023-11-05 00:00:00+00:00,0.7739695340501792
2023-11-12 00:00:00+00:00,1.1914484126984126
2023-11-19 00:00:00+00:00,1.3198765432098767
2023-11-26 00:00:00+00:00,2.1513690476190477
2023-12-03 00:00:00+00:00,1.0196153846153846
2023-12-10 00:00:00+00:00,1.1098743386243386
2023-12-17 00:00:00+00:00,4.1007037037037035
2023-12-24 00:00:00+00:00,0.4968602693602694
2023-12-31 00:00:00+00:00,1.201966966966967
2024-01-07 00:00:00+00:00,1.955019379844961
2024-01-14 00:00:00+00:00,1.240491452991453
2024-01-21 00:00:00+00:00,1.5750854700854702
2024-01-28 00:00:00+00:00,1.4360897435897437
2024-02-04 00:00:00+00:00,0.7653584229390682
2024-02-11 00:00:00+00:00,1.9245467836257308
2024-02-18 00:00:00+00:00,1.0832738095238095
2024-02-25 00:00:00+00:00,0.931484375
2024-03-03 00:00:00+00:00,1.7373777777777777
