,reorder item
2023-06-11 00:00:00+00:00,0.7058986928104575
2023-06-18 00:00:00+00:00,0.01734006734006734
2023-06-25 00:00:00+00:00,1.6641366366366366
2023-07-02 00:00:00+00:00,0.09815359477124183
2023-07-09 00:00:00+00:00,0.039461805555555556
2023-07-16 00:00:00+00:00,0.010251322751322752
2023-07-23 00:00:00+00:00,0.07660774410774411
2023-07-30 00:00:00+00:00,0.04040740740740741
2023-08-06 00:00:00+00:00,0.6966666666666668
2023-08-13 00:00:00+00:00,0.059055555555555556
2023-08-20 00:00:00+00:00,1.9375434027777776
2023-08-27 00:00:00+00:00,0.0
2023-09-03 00:00:00+00:00,0.03331699346405229
2023-09-10 00:00:00+00:00,0.015774410774410774
2023-09-17 00:00:00+00:00,0.4500952380952381
2023-09-24 00:00:00+00:00,0.0
2023-10-01 00:00:00+00:00,0.17517241379310344
2023-10-08 00:00:00+00:00,0.19244444444444445
2023-10-15 00:00:00+00:00,0.6645785440613026
2023-10-22 00:00:00+00:00,0.0875079365079365
2023-10-29 00:00:00+00:00,0.12726984126984128
2023-11-05 00:00:00+00:00,0.27775985663082436
2023-11-12 00:00:00+00:00,0.3726719576719577
2023-11-19 00:00:00+00:00,0.08695216049382716
2023-11-26 00:00:00+00:00,0.13931547619047618
2023-12-03 00:00:00+00:00,0.0
2023-12-10 00:00:00+00:00,0.049748677248677244
2023-12-17 00:00:00+00:00,0.5391111111111111
2023-12-24 00:00:00+00:00,0.9614983164983164
2023-12-31 00:00:00+00:00,0.4522822822822823
2024-01-07 00:00:00+00:00,0.10249354005167959
2024-01-14 00:00:00+00:00,0.003707264957264957
2024-01-21 00:00:00+00:00,1.9690598290598291
2024-01-28 00:00:00+00:00,1.4344551282051283
2024-02-04 00:00:00+00:00,0.04376344086021505
2024-02-11 00:00:00+00:00,3.642222222222222
2024-02-18 00:00:00+00:00,2.3875099206349204
2024-02-25 00:00:00+00:00,0.21413194444444444
2024-03-03 00:00:00+00:00,0.021166666666666667
