,send package
2023-06-11 00:00:00+00:00,1.0282070707070707
2023-06-18 00:00:00+00:00,0.04962962962962963
2023-06-25 00:00:00+00:00,4.825785024154589
2023-07-02 00:00:00+00:00,3.031296296296296
2023-07-09 00:00:00+00:00,0.7223263888888889
2023-07-16 00:00:00+00:00,1.0888611111111113
2023-07-23 00:00:00+00:00,5.1905222222222225
2023-07-30 00:00:00+00:00,2.650911111111111
2023-08-06 00:00:00+00:00,9.159809941520468
2023-08-13 00:00:00+00:00,4.658961988304093
2023-08-20 00:00:00+00:00,5.837275132275132
2023-08-27 00:00:00+00:00,3.800580808080808
2023-09-03 00:00:00+00:00,6.9221934865900385
2023-09-10 00:00:00+00:00,3.251138888888889
2023-09-17 00:00:00+00:00,1.227921146953405
2023-09-24 00:00:00+00:00,0.4704888888888889
2023-10-01 00:00:00+00:00,5.549027777777778
2023-10-08 00:00:00+00:00,6.378611111111112
2023-10-15 00:00:00+00:00,1.061171497584541
2023-10-22 00:00:00+00:00,4.410113636363636
2023-10-29 00:00:00+00:00,0.06876811594202899
2023-11-05 00:00:00+00:00,0.4709656084656085
2023-11-12 00:00:00+00:00,6.424711111111111
2023-11-19 00:00:00+00:00,0.3620328282828283
2023-11-26 00:00:00+00:00,1.7129111111111108
2023-12-03 00:00:00+00:00,2.1115151515151513
2023-12-10 00:00:00+00:00,1.0168444444444444
2023-12-17 00:00:00+00:00,0.0
2023-12-24 00:00:00+00:00,1.7766039426523297
2023-12-31 00:00:00+00:00,2.5126641414141413
2024-01-07 00:00:00+00:00,1.7059299516908213
2024-01-14 00:00:00+00:00,1.2896990740740741
2024-01-21 00:00:00+00:00,1.3205026455026456
2024-01-28 00:00:00+00:00,2.243181818181818
2024-02-04 00:00:00+00:00,1.1232916666666666
2024-02-11 00:00:00+00:00,4.668399470899471
2024-02-18 00:00:00+00:00,3.946929824561403
2024-02-25 00:00:00+00:00,1.9766666666666666
2024-03-03 00:00:00+00:00,0.11102272727272727
