,pick item
2023-06-11 00:00:00+00:00,0.909937214611872
2023-06-18 00:00:00+00:00,0.49369979919678714
2023-06-25 00:00:00+00:00,0.715814701897019
2023-07-02 00:00:00+00:00,0.5786044176706827
2023-07-09 00:00:00+00:00,0.11640193885160327
2023-07-16 00:00:00+00:00,0.3775131492439185
2023-07-23 00:00:00+00:00,0.3913683127572017
2023-07-30 00:00:00+00:00,0.17802761341222878
2023-08-06 00:00:00+00:00,1.1332559523809524
2023-08-13 00:00:00+00:00,1.3636825396825396
2023-08-20 00:00:00+00:00,0.30032846715328465
2023-08-27 00:00:00+00:00,0.3305739625167336
2023-09-03 00:00:00+00:00,0.14169334588826113
2023-09-10 00:00:00+00:00,0.30841695011337866
2023-09-17 00:00:00+00:00,0.88947687535251
2023-09-24 00:00:00+00:00,0.5205966469428008
2023-10-01 00:00:00+00:00,1.327960372960373
2023-10-08 00:00:00+00:00,0.5369143239625167
2023-10-15 00:00:00+00:00,0.2796734006734007
2023-10-22 00:00:00+00:00,0.8975731981981983
2023-10-29 00:00:00+00:00,0.1590595716198126
2023-11-05 00:00:00+00:00,0.7422500000000001
2023-11-12 00:00:00+00:00,0.5959548611111111
2023-11-19 00:00:00+00:00,0.2660956790123457
2023-11-26 00:00:00+00:00,0.43883954678362574
2023-12-03 00:00:00+00:00,0.16050925925925927
2023-12-10 00:00:00+00:00,0.6303150406504066
2023-12-17 00:00:00+00:00,0.754044061302682
2023-12-24 00:00:00+00:00,1.1053703703703703
2023-12-31 00:00:00+00:00,0.5617857142857143
2024-01-07 00:00:00+00:00,0.7472830374753451
2024-01-14 00:00:00+00:00,0.8353149327671621
2024-01-21 00:00:00+00:00,0.9294968919968918
2024-01-28 00:00:00+00:00,1.0007564102564102
2024-02-04 00:00:00+00:00,0.4503637090327738
2024-02-11 00:00:00+00:00,1.9570303756994405
2024-02-18 00:00:00+00:00,0.7066418247515809
2024-02-25 00:00:00+00:00,0.5663758389261745
2024-03-03 00:00:00+00:00,1.1362599854756716
