,reorder item
2023-06-11 00:00:00+00:00,44.12111111111111
2023-06-18 00:00:00+00:00,46.33834175084176
2023-06-25 00:00:00+00:00,32.547154654654655
2023-07-02 00:00:00+00:00,41.86628267973856
2023-07-09 00:00:00+00:00,45.58877604166667
2023-07-16 00:00:00+00:00,44.048578042328046
2023-07-23 00:00:00+00:00,30.239680134680135
2023-07-30 00:00:00+00:00,49.21794444444445
2023-08-06 00:00:00+00:00,50.0974
2023-08-13 00:00:00+00:00,75.21517592592592
2023-08-20 00:00:00+00:00,68.45081597222223
2023-08-27 00:00:00+00:00,62.951037581699346
2023-09-03 00:00:00+00:00,75.17012254901961
2023-09-10 00:00:00+00:00,32.48205387205387
2023-09-17 00:00:00+00:00,33.43817460317461
2023-09-24 00:00:00+00:00,40.284444444444446
2023-10-01 00:00:00+00:00,38.62523946360153
2023-10-08 00:00:00+00:00,29.913824074074075
2023-10-15 00:00:00+00:00,47.07969348659004
2023-10-22 00:00:00+00:00,36.127833333333335
2023-10-29 00:00:00+00:00,36.52586507936508
2023-11-05 00:00:00+00:00,32.421021505376345
2023-11-12 00:00:00+00:00,41.11562830687831
2023-11-19 00:00:00+00:00,40.73481481481482
2023-11-26 00:00:00+00:00,46.408253968253966
2023-12-03 00:00:00+00:00,49.32202991452992
2023-12-10 00:00:00+00:00,36.34009259259259
2023-12-17 00:00:00+00:00,33.5699537037037
2023-12-24 00:00:00+00:00,39.05059764309764
2023-12-31 00:00:00+00:00,23.78463213213213
2024-01-07 00:00:00+00:00,26.528979328165374
2024-01-14 00:00:00+00:00,43.360726495726496
2024-01-21 00:00:00+00:00,28.013782051282053
2024-01-28 00:00:00+00:00,30.945630341880342
2024-02-04 00:00:00+00:00,54.93017921146953
2024-02-11 00:00:00+00:00,44.99796783625731
2024-02-18 00:00:00+00:00,49.70709325396825
2024-02-25 00:00:00+00:00,35.374965277777775
2024-03-03 00:00:00+00:00,38.64362222222223
