,failed delivery
2023-06-11 00:00:00+00:00,11.418680555555554
2023-06-18 00:00:00+00:00,20.895055555555555
2023-06-25 00:00:00+00:00,16.684583333333332
2023-07-02 00:00:00+00:00,4.651712962962963
2023-07-09 00:00:00+00:00,33.37509259259259
2023-07-16 00:00:00+00:00,26.228020833333332
2023-07-23 00:00:00+00:00,32.09101851851852
2023-07-30 00:00:00+00:00,27.780357142857145
2023-08-06 00:00:00+00:00,60.19388888888889
2023-08-13 00:00:00+00:00,28.74550925925926
2023-08-20 00:00:00+00:00,33.11830555555555
2023-08-27 00:00:00+00:00,23.424603174603174
2023-09-03 00:00:00+00:00,14.688650793650794
2023-09-10 00:00:00+00:00,5.433425925925927
2023-09-17 00:00:00+00:00,1.655925925925926
2023-09-24 00:00:00+00:00,8.936666666666667
2023-10-01 00:00:00+00:00,18.492638888888887
2023-10-08 00:00:00+00:00,11.008055555555556
2023-10-15 00:00:00+00:00,8.34820707070707
2023-10-22 00:00:00+00:00,6.33225
2023-10-29 00:00:00+00:00,13.880992063492062
2023-11-05 00:00:00+00:00,9.611851851851853
2023-11-12 00:00:00+00:00,5.348611111111111
2023-11-19 00:00:00+00:00,19.68954861111111
2023-11-26 00:00:00+00:00,13.223650793650794
2023-12-03 00:00:00+00:00,30.664236111111112
2023-12-10 00:00:00+00:00,18.244888888888887
2023-12-17 00:00:00+00:00,21.95925
2023-12-24 00:00:00+00:00,4.588611111111111
2023-12-31 00:00:00+00:00,10.254382716049383
2024-01-07 00:00:00+00:00,19.024166666666666
2024-01-14 00:00:00+00:00,35.41388888888889
2024-01-21 00:00:00+00:00,7.8327430555555555
2024-01-28 00:00:00+00:00,15.244583333333333
2024-02-04 00:00:00+00:00,17.953645833333333
2024-02-11 00:00:00+00:00,22.725833333333334
2024-02-18 00:00:00+00:00,11.44067901234568
2024-02-25 00:00:00+00:00,0.5832638888888889
2024-03-03 00:00:00+00:00,1.8515277777777777
