,place order
2023-06-11 00:00:00+00:00,33.233953488372094
2023-06-18 00:00:00+00:00,42.392967479674795
2023-06-25 00:00:00+00:00,49.16166666666667
2023-07-02 00:00:00+00:00,33.704390243902445
2023-07-09 00:00:00+00:00,51.04481481481481
2023-07-16 00:00:00+00:00,42.92178472222222
2023-07-23 00:00:00+00:00,41.17003306878307
2023-07-30 00:00:00+00:00,41.453250000000004
2023-08-06 00:00:00+00:00,46.54884146341463
2023-08-13 00:00:00+00:00,36.98042682926829
2023-08-20 00:00:00+00:00,40.39797157622739
2023-08-27 00:00:00+00:00,39.780052910052916
2023-09-03 00:00:00+00:00,38.16325880758807
2023-09-10 00:00:00+00:00,40.8489972899729
2023-09-17 00:00:00+00:00,41.935697674418606
2023-09-24 00:00:00+00:00,42.64091666666667
2023-10-01 00:00:00+00:00,36.75954607046071
2023-10-08 00:00:00+00:00,53.51800925925926
2023-10-15 00:00:00+00:00,41.70166666666667
2023-10-22 00:00:00+00:00,42.4735298102981
2023-10-29 00:00:00+00:00,47.75914634146341
2023-11-05 00:00:00+00:00,44.687845528455284
2023-11-12 00:00:00+00:00,44.866194444444446
2023-11-19 00:00:00+00:00,47.99427506775068
2023-11-26 00:00:00+00:00,45.104776422764225
2023-12-03 00:00:00+00:00,40.786741192411924
2023-12-10 00:00:00+00:00,45.14001984126984
2023-12-17 00:00:00+00:00,44.54836043360434
2023-12-24 00:00:00+00:00,45.033597883597885
2023-12-31 00:00:00+00:00,35.20689701897019
2024-01-07 00:00:00+00:00,49.56983062330623
2024-01-14 00:00:00+00:00,34.74295865633075
2024-01-21 00:00:00+00:00,49.64483333333333
2024-01-28 00:00:00+00:00,39.42380081300813
2024-02-04 00:00:00+00:00,42.7374074074074
2024-02-11 00:00:00+00:00,44.833130081300816
2024-02-18 00:00:00+00:00,37.60876693766938
2024-02-25 00:00:00+00:00,54.67966802168022
2024-03-03 00:00:00+00:00,40.03653116531166
