,item out of stock
2023-06-11 00:00:00+00:00,34.14165079365079
2023-06-18 00:00:00+00:00,34.4971875
2023-06-25 00:00:00+00:00,29.651895833333334
2023-07-02 00:00:00+00:00,29.588557098765435
2023-07-09 00:00:00+00:00,26.88258064516129
2023-07-16 00:00:00+00:00,47.2761746031746
2023-07-23 00:00:00+00:00,34.48312312312312
2023-07-30 00:00:00+00:00,37.26097222222222
2023-08-06 00:00:00+00:00,38.41367003367003
2023-08-13 00:00:00+00:00,57.19823754789272
2023-08-20 00:00:00+00:00,50.985814176245206
2023-08-27 00:00:00+00:00,67.45724358974358
2023-09-03 00:00:00+00:00,47.96054563492063
2023-09-10 00:00:00+00:00,32.7477688172043
2023-09-17 00:00:00+00:00,29.743203125
2023-09-24 00:00:00+00:00,20.843425925925928
2023-10-01 00:00:00+00:00,23.9631
2023-10-08 00:00:00+00:00,27.343392255892255
2023-10-15 00:00:00+00:00,26.074398148148145
2023-10-22 00:00:00+00:00,33.134587542087544
2023-10-29 00:00:00+00:00,25.79144965277778
2023-11-05 00:00:00+00:00,30.748826388888887
2023-11-12 00:00:00+00:00,26.95249269005848
2023-11-19 00:00:00+00:00,35.334934640522874
2023-11-26 00:00:00+00:00,19.37956093189964
2023-12-03 00:00:00+00:00,18.360699999999998
2023-12-10 00:00:00+00:00,26.768353174603174
2023-12-17 00:00:00+00:00,28.62045267489712
2023-12-24 00:00:00+00:00,31.154090038314177
2023-12-31 00:00:00+00:00,26.94946428571429
2024-01-07 00:00:00+00:00,21.755892857142857
2024-01-14 00:00:00+00:00,24.47455808080808
2024-01-21 00:00:00+00:00,24.851316872427986
2024-01-28 00:00:00+00:00,29.240859375
2024-02-04 00:00:00+00:00,40.531087962962964
2024-02-11 00:00:00+00:00,23.966250000000002
2024-02-18 00:00:00+00:00,24.97839743589744
2024-02-25 00:00:00+00:00,40.83889846743295
2024-03-03 00:00:00+00:00,23.684615384615384
