,send package
2023-06-11 00:00:00+00:00,8.079709595959596
2023-06-18 00:00:00+00:00,5.016917989417989
2023-06-25 00:00:00+00:00,22.05450483091787
2023-07-02 00:00:00+00:00,17.8716975308642
2023-07-09 00:00:00+00:00,10.19636574074074
2023-07-16 00:00:00+00:00,17.132472222222223
2023-07-23 00:00:00+00:00,27.230555555555558
2023-07-30 00:00:00+00:00,16.851966666666666
2023-08-06 00:00:00+00:00,20.185760233918128
2023-08-13 00:00:00+00:00,22.44972222222222
2023-08-20 00:00:00+00:00,22.29399470899471
2023-08-27 00:00:00+00:00,25.025871212121213
2023-09-03 00:00:00+00:00,32.70214559386973
2023-09-10 00:00:00+00:00,14.873777777777777
2023-09-17 00:00:00+00:00,12.709516129032258
2023-09-24 00:00:00+00:00,14.399766666666666
2023-10-01 00:00:00+00:00,13.425916666666666
2023-10-08 00:00:00+00:00,16.030353535353534
2023-10-15 00:00:00+00:00,10.287270531400965
2023-10-22 00:00:00+00:00,14.494229797979797
2023-10-29 00:00:00+00:00,8.789951690821256
2023-11-05 00:00:00+00:00,15.899960317460316
2023-11-12 00:00:00+00:00,14.498422222222223
2023-11-19 00:00:00+00:00,14.997916666666667
2023-11-26 00:00:00+00:00,15.0327
2023-12-03 00:00:00+00:00,7.586906565656566
2023-12-10 00:00:00+00:00,12.66772222222222
2023-12-17 00:00:00+00:00,16.51263888888889
2023-12-24 00:00:00+00:00,16.253037634408603
2023-12-31 00:00:00+00:00,11.957777777777778
2024-01-07 00:00:00+00:00,10.156932367149759
2024-01-14 00:00:00+00:00,16.584606481481483
2024-01-21 00:00:00+00:00,6.604986772486773
2024-01-28 00:00:00+00:00,11.81465909090909
2024-02-04 00:00:00+00:00,13.665875
2024-02-11 00:00:00+00:00,15.531785714285714
2024-02-18 00:00:00+00:00,16.189195906432747
2024-02-25 00:00:00+00:00,13.765092592592593
2024-03-03 00:00:00+00:00,13.917702020202022
