,item out of stock
2023-06-11 00:00:00+00:00,0.8129206349206349
2023-06-18 00:00:00+00:00,1.6281423611111112
2023-06-25 00:00:00+00:00,1.7328333333333332
2023-07-02 00:00:00+00:00,0.5670833333333333
2023-07-09 00:00:00+00:00,1.4119444444444444
2023-07-16 00:00:00+00:00,1.7468333333333335
2023-07-23 00:00:00+00:00,0.5737387387387387
2023-07-30 00:00:00+00:00,0.8953075396825396
2023-08-06 00:00:00+00:00,1.7047474747474747
2023-08-13 00:00:00+00:00,1.045986590038314
2023-08-20 00:00:00+00:00,2.7230459770114943
2023-08-27 00:00:00+00:00,0.8636396011396013
2023-09-03 00:00:00+00:00,0.4875892857142857
2023-09-10 00:00:00+00:00,1.4745430107526882
2023-09-17 00:00:00+00:00,2.2193055555555556
2023-09-24 00:00:00+00:00,0.8728317901234568
2023-10-01 00:00:00+00:00,1.4747
2023-10-08 00:00:00+00:00,1.2527693602693601
2023-10-15 00:00:00+00:00,0.6640092592592592
2023-10-22 00:00:00+00:00,0.731523569023569
2023-10-29 00:00:00+00:00,1.9472743055555557
2023-11-05 00:00:00+00:00,0.7952708333333334
2023-11-12 00:00:00+00:00,2.71421783625731
2023-11-19 00:00:00+00:00,2.6670098039215686
2023-11-26 00:00:00+00:00,0.5512992831541219
2023-12-03 00:00:00+00:00,0.5882555555555555
2023-12-10 00:00:00+00:00,0.5946164021164021
2023-12-17 00:00:00+00:00,2.4019958847736627
2023-12-24 00:00:00+00:00,0.6352969348659003
2023-12-31 00:00:00+00:00,1.6457671957671958
2024-01-07 00:00:00+00:00,1.8011309523809522
2024-01-14 00:00:00+00:00,1.2544444444444445
2024-01-21 00:00:00+00:00,2.0072942386831274
2024-01-28 00:00:00+00:00,3.310269097222222
2024-02-04 00:00:00+00:00,2.357337962962963
2024-02-11 00:00:00+00:00,0.8963591269841269
2024-02-18 00:00:00+00:00,1.336559829059829
2024-02-25 00:00:00+00:00,1.5369540229885057
2024-03-03 00:00:00+00:00,3.427799145299145
