,send package
2023-06-11 00:00:00+00:00,16.272727272727273
2023-06-18 00:00:00+00:00,13.714285714285714
2023-06-25 00:00:00+00:00,16.391304347826086
2023-07-02 00:00:00+00:00,15.777777777777779
2023-07-09 00:00:00+00:00,14.75
2023-07-16 00:00:00+00:00,16.25
2023-07-23 00:00:00+00:00,15.6
2023-07-30 00:00:00+00:00,15.64
2023-08-06 00:00:00+00:00,15.736842105263158
2023-08-13 00:00:00+00:00,14.789473684210526
2023-08-20 00:00:00+00:00,16.523809523809526
2023-08-27 00:00:00+00:00,15.0
2023-09-03 00:00:00+00:00,14.586206896551724
2023-09-10 00:00:00+00:00,15.966666666666667
2023-09-17 00:00:00+00:00,14.451612903225806
2023-09-24 00:00:00+00:00,16.04
2023-10-01 00:00:00+00:00,15.4
2023-10-08 00:00:00+00:00,16.818181818181817
2023-10-15 00:00:00+00:00,15.826086956521738
2023-10-22 00:00:00+00:00,16.181818181818183
2023-10-29 00:00:00+00:00,15.869565217391305
2023-11-05 00:00:00+00:00,16.0
2023-11-12 00:00:00+00:00,15.88
2023-11-19 00:00:00+00:00,15.0
2023-11-26 00:00:00+00:00,15.64
2023-12-03 00:00:00+00:00,14.136363636363637
2023-12-10 00:00:00+00:00,15.4
2023-12-17 00:00:00+00:00,15.222222222222221
2023-12-24 00:00:00+00:00,15.451612903225806
2023-12-31 00:00:00+00:00,15.363636363636363
2024-01-07 00:00:00+00:00,15.434782608695652
2024-01-14 00:00:00+00:00,15.583333333333334
2024-01-21 00:00:00+00:00,15.142857142857142
2024-01-28 00:00:00+00:00,14.318181818181818
2024-02-04 00:00:00+00:00,14.15
2024-02-11 00:00:00+00:00,15.238095238095237
2024-02-18 00:00:00+00:00,14.842105263157896
2024-02-25 00:00:00+00:00,16.047619047619047
2024-03-03 00:00:00+00:00,15.318181818181818
