,package delivered
2023-06-11 00:00:00+00:00,18.243097222222225
2023-06-18 00:00:00+00:00,20.54268115942029
2023-06-25 00:00:00+00:00,17.96983974358974
2023-07-02 00:00:00+00:00,12.822089371980677
2023-07-09 00:00:00+00:00,24.36274154589372
2023-07-16 00:00:00+00:00,26.129775132275135
2023-07-23 00:00:00+00:00,15.59855072463768
2023-07-30 00:00:00+00:00,21.818313492063492
2023-08-06 00:00:00+00:00,23.51112962962963
2023-08-13 00:00:00+00:00,39.984375
2023-08-20 00:00:00+00:00,28.492581018518518
2023-08-27 00:00:00+00:00,21.772361111111113
2023-09-03 00:00:00+00:00,24.986458333333335
2023-09-10 00:00:00+00:00,13.931724137931035
2023-09-17 00:00:00+00:00,18.179244791666665
2023-09-24 00:00:00+00:00,15.97413043478261
2023-10-01 00:00:00+00:00,21.025821256038647
2023-10-08 00:00:00+00:00,14.111847826086956
2023-10-15 00:00:00+00:00,11.161521164021163
2023-10-22 00:00:00+00:00,15.566751207729467
2023-10-29 00:00:00+00:00,15.750423280423279
2023-11-05 00:00:00+00:00,17.90425505050505
2023-11-12 00:00:00+00:00,17.271038647342994
2023-11-19 00:00:00+00:00,22.73649470899471
2023-11-26 00:00:00+00:00,20.97627976190476
2023-12-03 00:00:00+00:00,10.921430555555556
2023-12-10 00:00:00+00:00,17.767417695473252
2023-12-17 00:00:00+00:00,15.81361111111111
2023-12-24 00:00:00+00:00,15.008199233716475
2023-12-31 00:00:00+00:00,22.819305555555555
2024-01-07 00:00:00+00:00,20.769363425925928
2024-01-14 00:00:00+00:00,18.897246376811594
2024-01-21 00:00:00+00:00,23.922777777777778
2024-01-28 00:00:00+00:00,21.101439393939394
2024-02-04 00:00:00+00:00,15.223055555555556
2024-02-11 00:00:00+00:00,18.355833333333333
2024-02-18 00:00:00+00:00,19.868277777777777
2024-02-25 00:00:00+00:00,14.237566137566137
2024-03-03 00:00:00+00:00,19.203333333333333
