,pick item
2023-06-11 00:00:00+00:00,55.982349695585995
2023-06-18 00:00:00+00:00,50.383562583668
2023-06-25 00:00:00+00:00,46.08823678861789
2023-07-02 00:00:00+00:00,53.27809738955824
2023-07-09 00:00:00+00:00,58.92029642058166
2023-07-16 00:00:00+00:00,62.541625575279426
2023-07-23 00:00:00+00:00,59.91345164609053
2023-07-30 00:00:00+00:00,84.34508875739645
2023-08-06 00:00:00+00:00,67.16327976190476
2023-08-13 00:00:00+00:00,67.4625257936508
2023-08-20 00:00:00+00:00,59.99979521492296
2023-08-27 00:00:00+00:00,104.26625334672022
2023-09-03 00:00:00+00:00,109.55411644695543
2023-09-10 00:00:00+00:00,84.1446272675737
2023-09-17 00:00:00+00:00,77.76715172024817
2023-09-24 00:00:00+00:00,50.94500328731098
2023-10-01 00:00:00+00:00,56.75535159285159
2023-10-08 00:00:00+00:00,40.85451639892905
2023-10-15 00:00:00+00:00,50.018877104377104
2023-10-22 00:00:00+00:00,52.08014076576576
2023-10-29 00:00:00+00:00,56.91087516733601
2023-11-05 00:00:00+00:00,47.78616865079365
2023-11-12 00:00:00+00:00,46.61076073232323
2023-11-19 00:00:00+00:00,59.56704732510288
2023-11-26 00:00:00+00:00,63.49234649122807
2023-12-03 00:00:00+00:00,33.213999597423516
2023-12-10 00:00:00+00:00,67.28351964769648
2023-12-17 00:00:00+00:00,54.41190038314176
2023-12-24 00:00:00+00:00,63.81510696040869
2023-12-31 00:00:00+00:00,53.87859040717736
2024-01-07 00:00:00+00:00,50.38232905982906
2024-01-14 00:00:00+00:00,58.910102618542105
2024-01-21 00:00:00+00:00,62.02107031857032
2024-01-28 00:00:00+00:00,57.31228846153846
2024-02-04 00:00:00+00:00,44.14836330935252
2024-02-11 00:00:00+00:00,58.44188848920863
2024-02-18 00:00:00+00:00,52.26011743450768
2024-02-25 00:00:00+00:00,53.826575316927666
2024-03-03 00:00:00+00:00,46.797022512708786
