,send package
2023-06-11 00:00:00+00:00,33.21166666666667
2023-06-18 00:00:00+00:00,34.46017195767196
2023-06-25 00:00:00+00:00,38.41100241545894
2023-07-02 00:00:00+00:00,44.6609670781893
2023-07-09 00:00:00+00:00,29.20447916666667
2023-07-16 00:00:00+00:00,27.238444444444447
2023-07-23 00:00:00+00:00,41.72945555555556
2023-07-30 00:00:00+00:00,30.87888888888889
2023-08-06 00:00:00+00:00,40.14834795321637
2023-08-13 00:00:00+00:00,34.22425438596491
2023-08-20 00:00:00+00:00,49.975820105820105
2023-08-27 00:00:00+00:00,40.62729797979798
2023-09-03 00:00:00+00:00,44.59777777777778
2023-09-10 00:00:00+00:00,31.419694444444442
2023-09-17 00:00:00+00:00,30.051666666666666
2023-09-24 00:00:00+00:00,31.838955555555554
2023-10-01 00:00:00+00:00,39.71443055555555
2023-10-08 00:00:00+00:00,40.53978535353536
2023-10-15 00:00:00+00:00,36.885652173913044
2023-10-22 00:00:00+00:00,30.074898989898994
2023-10-29 00:00:00+00:00,35.582632850241545
2023-11-05 00:00:00+00:00,52.42451058201058
2023-11-12 00:00:00+00:00,39.045788888888886
2023-11-19 00:00:00+00:00,31.532803030303032
2023-11-26 00:00:00+00:00,28.99528888888889
2023-12-03 00:00:00+00:00,31.021452020202023
2023-12-10 00:00:00+00:00,34.04181111111111
2023-12-17 00:00:00+00:00,40.67884259259259
2023-12-24 00:00:00+00:00,38.7551523297491
2023-12-31 00:00:00+00:00,28.16397727272727
2024-01-07 00:00:00+00:00,25.420446859903382
2024-01-14 00:00:00+00:00,47.55458333333333
2024-01-21 00:00:00+00:00,32.594497354497356
2024-01-28 00:00:00+00:00,32.7152904040404
2024-02-04 00:00:00+00:00,27.901027777777777
2024-02-11 00:00:00+00:00,45.68564814814815
2024-02-18 00:00:00+00:00,51.058494152046784
2024-02-25 00:00:00+00:00,34.99097883597884
2024-03-03 00:00:00+00:00,40.46433080808081
