,reorder item
2023-06-11 00:00:00+00:00,40.82388071895425
2023-06-18 00:00:00+00:00,45.01742424242424
2023-06-25 00:00:00+00:00,30.21428678678679
2023-07-02 00:00:00+00:00,41.640792483660135
2023-07-09 00:00:00+00:00,41.8740625
2023-07-16 00:00:00+00:00,43.44607142857143
2023-07-23 00:00:00+00:00,28.51419191919192
2023-07-30 00:00:00+00:00,48.58521296296296
2023-08-06 00:00:00+00:00,48.91378888888889
2023-08-13 00:00:00+00:00,74.52339814814815
2023-08-20 00:00:00+00:00,65.89210069444445
2023-08-27 00:00:00+00:00,61.682189542483655
2023-09-03 00:00:00+00:00,73.25981209150326
2023-09-10 00:00:00+00:00,32.192196969696965
2023-09-17 00:00:00+00:00,33.150079365079364
2023-09-24 00:00:00+00:00,38.04160394265233
2023-10-01 00:00:00+00:00,35.636657088122604
2023-10-08 00:00:00+00:00,29.59436111111111
2023-10-15 00:00:00+00:00,46.33409003831418
2023-10-22 00:00:00+00:00,35.68250793650793
2023-10-29 00:00:00+00:00,34.890190476190476
2023-11-05 00:00:00+00:00,31.196317204301074
2023-11-12 00:00:00+00:00,40.525787037037034
2023-11-19 00:00:00+00:00,40.144760802469136
2023-11-26 00:00:00+00:00,45.60868055555556
2023-12-03 00:00:00+00:00,45.17889957264958
2023-12-10 00:00:00+00:00,34.588432539682536
2023-12-17 00:00:00+00:00,31.200842592592593
2023-12-24 00:00:00+00:00,38.47328282828283
2023-12-31 00:00:00+00:00,22.850225225225227
2024-01-07 00:00:00+00:00,26.202461240310075
2024-01-14 00:00:00+00:00,43.253269230769234
2024-01-21 00:00:00+00:00,27.94486111111111
2024-01-28 00:00:00+00:00,30.277179487179488
2024-02-04 00:00:00+00:00,53.98008064516129
2024-02-11 00:00:00+00:00,44.43516081871345
2024-02-18 00:00:00+00:00,46.63388888888888
2024-02-25 00:00:00+00:00,35.116171875
2024-03-03 00:00:00+00:00,32.705444444444446
